comment_content,comment_rating,comment_likes,,,,,,
"Dwie trzecie książki miały ciekawe pomysły, bardzo fajne połączenie gatunków i dobrze napisane sceny. Jednak końcówka to śmiech na sali i nie ukrywam, że ta cała podbudowa jest na wyrost.

Powieść bardzo ciekawie prowadzi wątek kryminalny (samobójstwa wśród czołowych naukowców na świecie), wątek gry wirtualnej w rodzaju AR i historyczną retrospekcję do czasów rewolucji kulturalnej i panującej wtedy paranoicznej, autorytarnej atmosfery politycznej. Ye Wanjie jest bardzo ciekawą, złożoną postacią - jednocześnie cynicznie zahartowana przez doświadczenia totalitaryzmu w Chińskiej Republice Ludowej, zdolna do zbrodni i bezwzględna, ale wciąż niesamowicie idealistyczne i pod wieloma względami naiwna, ale te sprzeczności mogą z sobą współistnieć, a nawet się uzupełniać. W końcu zbrodnie popełnia w imię bardzo idealistycznych założeń.

Niestety, jest jedyną dobrze napisaną postacią w książce. Cała reszta funkcjonuje jako nośniki fabuły i/lub idei naukowo-filozoficznych. Nie wiem, czy to efekt pochodzenia z innej tradycji literackiej, ale dla zachodniego odbiorcy postaci są papierowe i mało wiarygodne. Weźmy Wang Miao - scena, w której odkrywa odliczenia na zrobionych przez siebie zdjęciach jest jedną z najlepszych w książce. Przerażająca, przejmująca i imponująca. Jednakże, kiedy angażuje w odkrycie swoją rodzinę, w tym żonę, przerażoną jego zachowaniem, aby przeprowadzić eksperyment, czy robione przez nich zdjęcia też będą miały odliczanie, wychodzi na wierzch to, że jego bezimienna chyba żona istnieje wyłącznie po to, aby miał kogo poprosić o zrobienie zdjęcia. Nie przejmuje się jej strachem, ani ona ani ich syn nie pojawiają się więcej w myślach postaci, w sumie bohatera drugiej połowy powieści, nawet kiedy podejmuje ryzykowne, niebezpieczne działania - ponieważ emocjonalna strona postaci praktycznie nie istnieje. Plus zaangażowanie żony w robienie zdjęć pokazuje też, do jakiego stopnia męskocentryczna jest narracja i jak alienuje odbiorcę innej płci. Ewidentnie zapłakana, przerażona żona nie ma znaczenia dla fabuły, więc zostawmy te kobiece histerie i skupmy się na cząstkach elementarnych.

Tematy poruszane w powieści też są bardzo ciekawe, głównie zauważalne nastawienie antyintelektualne i antynaukowe oraz mizantropia. Nieco lepsza socjologiczna science fiction wzięłaby na warsztat aktualne przyczyny występowania i popularyzacji tych postaw (kryzys zaufania społecznego, postępująca specjalizacja, elitaryzacja nauki, jej hermetyczny język, informtaiment itd.), zamiast tworzyć teorię spiskową o odgórnym ich kreowaniu, bo to brzmi dość śmieszne. Ludzie mają dość powodów, aby czuć niechęć do naukowców i nauki, dość istotnym jest to, że kapitalistyczny system opiera się na przekonaniu, że wartość nauki opiera się na jej zastosowaniu i możliwych do wyciągnięcia z niej korzyści finansowych, a wszystkie inne gałęzie nauki, w tym nauki miękkie, humanistyczne to bzdura - także dlatego, że ich zdaniem jest autoanaliza panującego systemu i wskazanie jego błędów i ograniczeń, a jak wiemy kapitaliści to snow flaki, które nie radzą sobie z krytyką.

Mizantropia w połączeniu z motywem pierwszego kontaktu jest bardzo ciekawym rozwiązaniem. W tradycji SF zwykle ludzie walczą o przetrwanie swojego gatunku wszystkimi możliwymi środkami i bezrefleksyjnie. Tutaj spora część ludzi ma takie ""tak, ludzkość to ślepa ścieżka ewolucji i powinna zginąć"" - w domyśle, aby ocalić Ziemię. Naiwność tej postawy ujawnia się w tym ostatnim punkcie, bo kto powiedział, że kosmici nie zniszczą też planety i innych gatunków na niej?

Generalnie narracja jest tak samo naiwna i idealistach jak Ye - przesiąknięta przekonaniem, że naukowcy i intelektualiści są wrażliwi i empatyczni, w przeciwieństwie do niewykształconych klas niższych, które są samolubne i nieczu��e na los umierającej planety. Jaki klasizm tu się ujawnia, to aż przerażające. Nie wspominając o tym, że jednym z najbardziej radykalnych zwolenników całkowitej zagłady ludzkości jest amerykański milioner, tj. osoba, która autentycznie mogłaby coś zdziałać na rzecz zmiany systemu, ale a) jest bardzo głupi i krótkowzroczny, czego dowodzi jego działalność w Chinach i b) istnieje w powieści tylko po to, aby ruch miał środki finansowe i to jego jedyna funkcja,nie jest postacią, jest próba łatania fabuły. Nie ma opcji, abym uwierzyła, że milioner mógłby dobrowolnie chcieć zniszczyć system, który przynosi mu korzyści - i powieść nawet nie próbuje zademonstrować, że to mogłoby zadziałać, bo przecież nie robi nic, co mogłoby mieć bezpośrednie konsekwencje w świecie.

Aspekt naukowy początkowo był bardzo ciekawy, pytanie o granice poznania naukowego, o stałość praw fizyki, czy o sam problem trzech ciał - to fascynujące zagadnienia, ale dość szybko powieść wchodzi w bardziej fiction niż science, co normalnie nie byłoby zarzutem, na tym polega urok gatunku, z tym, że tutaj to się robi śmieszne. Czytając o kosmitach, rżałam ze śmiechu, bo jakże rozczarowujące musiało być dla postaci to, że ich cywilizacja niczym nie różni się od ziemskiej. Plus za ironię, minus za rozciągnięcie jej nieproporcjonalnie do potrzeb.

Czy sięgnę po kolejne części? Pewnie tak. Ale porównania do ""Diuny"" i ""Fundacji"" są mocno na wyrost.
Show more",0,6,,,,,,
"There is a great expectaction about this book although I am not watching this series. I do prefer to read the book instead.

A great book considering that is very accurate concerning the physical concepts. Worth reading the whole series now...
Show more",4,7,,,,,,
"Prima carte pe care o termin în noul an s-ar putea foarte bine descrie ca cea mai grea carte pe care am citit-o până în prezent. Bineînțeles, ăsta e un lucru bun :D",5,7,,,,,,
"A fascinating story with reasonable history and Astronomical elements.
Even though the writer is a Chinese, Ken Liu have done a great job on the translation work.",4,7,,,,,,
"Wow ... what an ending/cliffhanger.

Very enjoyable.",4,7,,,,,,
Best fiction I have read (ever),5,7,,,,,,
"Toto...ani neviem že čo. Zmes sci-fi, teoretickej fyziky a čínskej kultúrnej revolúcie. Strašne dobrá vec, úplne divná. Veľmi sa teším na druhý diel.",4,7,,,,,,
"Innamorata persa di questo romanzo! A breve, seguirà recensione!",5,7,,,,,,
"Really liked the book, lots of science, lots of creativity and plot complexity, good character development. Top marks to Cixin Liu!

Looking forward to book #2 of this trilogy!",5,7,,,,,,
⇝ 3.5 stars,4,7,,,,,,
interesting...,5,7,,,,,,
Toliko genijalno da je dosadno!,3,7,,,,,,
"Everyone needs to read these books. They are so eye opening!

Book one is great
Book two is mind blowing
Book three is life changing

All in all, this trilogy is a science fiction masterpiece.
Show more",5,13,,,,,,
What an absolutely mind bending book. I couldn't put it down. This one of the best science fiction books I have ever read.,5,7,,,,,,
"Ох, какво да кажа за тази книга?! Много съм раздвоена в мислите си за нея. От една страна, ако човек няма висше образование по физика, астрофизика, математика и астрономия (аз съм много, много далеч от точните науки), едва ли ще разбере много. Книгата е изпълнена с научни термини, логически умозаключения, епитети и определения от въпросните науки и куп други строги терминологии и обяснения, от които просто бъкел не схванах нищо. Даже се чудех защо ли се мъча като наистина нищо не разбирах (до определен момент). Сега след като вече я завърших и виждам коментарите и се чудя аз ли съм само толкова зле с науката?!
И все пак в един момент схванах идеята на книгата и да интересна и любопитна е, ама пак казвам – защо трябва да е написана на толкова високо научно ниво?
Началото започва през 60-те години, когато управлението на Мао Дзъдун довежда до китайската културна революция и всички произтичащи от това промени и проблеми. Признавам нищо не знаех за този период и затова началото на книгата ми беше изключително интересно. Историята ни пренася в едно смутно комунистическо време, което се опитва да изличи и омаловажи всички научни трудове и открити, а самите хора занимаващи се с наука са заклеймени, оплювани и поругани, някои и убити. Бащата на Йе Уън-дзие от тези именити учени и университетски преподаватели, който е бит до смърт отказващ да признае новите доктрини, а самата Йе Уън-дзие е заточена в станцията Червен бряг, която не е било известно какви точно функции изпълнява.
В наши дни разработчикът на наноматериали Уан Мяо, а по-късно и присъединилия се към него полицай Да Шъ са погълнати от видео игра наречена Трите тела, чието действие се разиграва на непозната планета, на която различни цивилизации се раждат и умират. Някой само ако ми разясни малко повече за играта няма да е лошо – там съвсем ми се изгуби нишката, защото се оказа, че това не е само игра, а действително съществуващ свят в космическото пространство. При това свят, който смята да атакува и завземе Земята!
Така или иначе моментите с играта не ми бяха ясни и много интересни, но всички други причинно-следствени връзки от постъпването на Йе Уън-дзие в радиоастрономическа станция, изпратения сигнал в космоса и получения отговор ми станаха интересни. Представянето на човечеството като едно голямо зло за планетата и останалите форми на живот на нея наистина кара човек да се замисли за начина му на живот и консуматорската му осанка. От друга страна хората са един вид буболечки, които извънземната раса смята да смачка, да унищожи, но ми хареса сравнението със скакалците, които земеделските стопани всякак се опитват да унищожат, а те пак надделяват, така и за хората има шанс да успеят да победят дори научното им развитие да е на светлинни години по назад от извънземните.
Колкото и обаче книгата да беше интригуваща, едва ли бих се справила с нея ако я четях на хартия. Аз я слушах в Сторител и това ми помогна да стигна до края. Ето защо ако озвучат и останалите ще ги изслушам, иначе не бих се мъчила да ги чета, колкото и да съм любопитна как ще се развие действието. Оценката ми е 3* именно заради големия обем информация, който не разбрах, въпреки че знам, че проблемът си е в мен. Ако беше по-достъпно написана щях да дам по-висока оценка. Но нещо на което искам да обърна специално внимание тук е ролята на преводача. Аплодирам този човек – Стефан Русинов и на него давам оценка 10/10* не само заради непосилния вложен труд по превода, а и заради цялата допълнителна информация, която бе поднесена под линия с Бележки от преводача. Огромно браво!
Show more",3,8,,,,,,
